customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year
C6077,F,GA,43,40s,M,Y,2015,N,.
C6078,M,CA,37,30s,M,Y,2015,N,.
C6079,F,TX,35,30s,M,Y,2015,N,.
C6080,F,TX,23,20s,S,Y,2015,N,.
C6081,F,FL,71,60s+,M,N,2015,N,.
C6082,M,NC,29,20s,S,N,2015,N,.
C6083,F,NC,19,10s,M,N,2015,Y,2016
C6084,M,TX,36,30s,M,Y,2015,N,.
C6085,F,CA,49,40s,M,Y,2015,Y,2016
C6086,F,CA,46,40s,S,Y,2015,N,.
C6087,M,NJ,25,20s,S,N,2015,N,.
C6088,F,CA,33,30s,M,Y,2015,N,.
C6089,M,VA,47,40s,M,Y,2015,N,.
C6090,F,GA,40,40s,M,Y,2015,Y,2016
C6091,M,TN,29,20s,S,N,2015,N,.
C6092,F,FL,90,60s+,M,N,2015,N,.
C6093,M,MD,68,60s+,S,N,2015,N,.
C6094,F,FL,56,50s,M,N,2015,Y,2016
C6095,F,LA,38,30s,M,Y,2015,N,.
C6096,F,AL,41,40s,M,N,2015,N,.
C6097,F,NV,36,30s,M,Y,2015,N,.
C6098,M,KY,84,60s+,S,N,2015,Y,2016
C6099,F,PA,65,60s+,S,N,2015,Y,2016
C6100,F,CA,27,20s,M,Y,2015,N,.
C6101,M,NC,45,40s,M,N,2015,N,.
C6102,F,FL,61,60s+,S,N,2015,N,.
C6103,F,NY,29,20s,S,N,2015,N,.
C6104,F,NC,25,20s,M,Y,2015,N,.
C6105,M,NY,28,20s,S,Y,2015,N,.
C6106,F,NV,32,30s,M,Y,2015,N,.
C6107,M,NY,27,20s,S,N,2015,N,.
C6108,F,NC,32,30s,M,Y,2015,N,.
C6109,F,PA,82,60s+,S,N,2015,N,.
C6110,F,TN,77,60s+,S,N,2015,N,.
C6111,M,TX,25,20s,M,Y,2015,N,.
C6112,F,IL,37,30s,M,N,2015,Y,2016
C6113,F,MA,39,30s,M,N,2015,N,.
C6114,F,WV,36,30s,S,N,2015,Y,2016
C6115,F,GA,45,40s,M,N,2015,N,.
C6116,M,MN,19,10s,S,N,2015,N,.
C6117,M,IA,23,20s,M,Y,2015,N,.
C6118,F,MS,21,20s,S,N,2015,N,.
C6119,F,SC,78,60s+,S,N,2015,N,.
C6120,M,IN,51,50s,M,N,2015,N,.
C6121,M,AL,48,40s,M,Y,2015,N,.
C6122,F,FL,37,30s,M,Y,2015,Y,2016
C6123,F,KY,51,50s,M,Y,2015,Y,2016
C6124,M,NC,21,20s,M,N,2015,N,.
C6125,F,RI,47,40s,M,Y,2015,N,.
C6126,F,WV,22,20s,M,N,2015,N,.
C6127,M,WV,24,20s,M,Y,2015,N,.
C6128,M,NC,18,10s,S,N,2015,N,.
C6129,F,AR,39,30s,M,Y,2015,N,.
C6130,F,SC,31,30s,M,N,2015,N,.
C6131,M,NC,47,40s,M,Y,2015,N,.
C6132,F,SC,43,40s,M,N,2015,Y,2016
C6133,F,SC,43,40s,M,Y,2015,N,.
C6134,M,MA,30,30s,S,Y,2015,N,.
C6135,M,NC,65,60s+,M,N,2015,N,.
C6136,M,TX,46,40s,M,Y,2015,N,.
C6137,F,VA,36,30s,M,Y,2015,N,.
C6138,F,IL,55,50s,S,N,2015,N,.
C6139,M,PA,49,40s,S,N,2015,N,.
C6140,F,NY,29,20s,M,Y,2015,N,.
C6141,F,TN,39,30s,M,Y,2015,N,.
C6142,M,NC,31,30s,M,Y,2015,N,.
C6143,F,OH,74,60s+,S,N,2015,Y,2016
C6144,M,CA,59,50s,M,N,2015,Y,2016
C6145,F,GA,52,50s,M,Y,2015,N,.
C6146,F,MI,30,30s,M,Y,2015,N,.
C6147,F,VA,42,40s,M,N,2015,N,.
C6148,M,NY,74,60s+,S,N,2015,N,.
C6149,M,AL,54,50s,M,Y,2015,Y,2016
C6150,M,SC,38,30s,S,N,2015,N,.
C6151,M,LA,54,50s,M,N,2015,N,.
C6152,F,CA,54,50s,M,Y,2015,N,.
C6153,M,AZ,20,20s,S,N,2015,Y,2016
C6154,F,NC,38,30s,M,N,2015,N,.
C6155,M,NC,76,60s+,S,N,2015,N,.
C6156,M,KY,44,40s,S,N,2015,N,.
C6157,M,FL,79,60s+,M,N,2015,N,.
C6158,F,TX,40,40s,M,Y,2015,N,.
C6159,M,IN,59,50s,S,N,2015,N,.
C6160,M,CA,63,60s+,M,N,2015,N,.
C6161,M,VA,72,60s+,S,N,2015,Y,2016
C6162,M,TN,37,30s,S,N,2015,N,.
C6163,M,NC,50,50s,S,N,2015,N,.
C6164,M,NY,69,60s+,S,N,2015,Y,2016
C6165,F,TX,47,40s,M,Y,2015,N,.
C6166,F,TX,32,30s,M,Y,2015,Y,2016
C6167,F,CA,69,60s+,M,N,2015,N,.
C6168,F,FL,78,60s+,S,N,2015,N,.
C6169,M,TX,73,60s+,S,N,2015,N,.
C6170,F,VA,44,40s,M,N,2015,N,.
C6171,M,LA,40,40s,S,N,2015,N,.
C6172,F,MD,24,20s,M,Y,2015,N,.
C6173,F,NV,66,60s+,S,N,2015,Y,2016
C6174,M,TX,72,60s+,S,N,2015,N,.
C6175,M,VA,54,50s,M,N,2015,N,.
C6176,M,WV,43,40s,M,N,2015,N,.
C6177,F,CA,40,40s,M,Y,2015,N,.
C6178,M,OH,21,20s,M,Y,2015,Y,2016
C6179,F,MD,25,20s,S,N,2015,N,.
C6180,F,WV,63,60s+,M,N,2015,Y,2016
C6181,F,NV,33,30s,M,Y,2015,N,.
C6182,M,NC,44,40s,M,Y,2015,N,.
C6183,M,IL,52,50s,M,Y,2015,Y,2016
C6184,M,TX,28,20s,M,Y,2015,N,.
C6185,M,CA,34,30s,M,Y,2015,N,.
C6186,M,NC,55,50s,M,N,2015,N,.
C6187,F,AR,38,30s,M,Y,2015,N,.
C6188,F,MD,42,40s,M,Y,2015,N,.
C6189,F,MD,48,40s,M,N,2015,N,.
C6190,F,PA,46,40s,M,N,2015,N,.
C6191,M,TX,65,60s+,S,N,2015,Y,2016
C6192,M,CA,30,30s,S,N,2015,N,.
C6193,F,GA,44,40s,M,Y,2015,N,.
C6194,F,PA,27,20s,M,Y,2015,N,.
C6195,F,TN,52,50s,M,Y,2015,N,.
C6196,M,VA,56,50s,S,N,2015,N,.
C6197,M,KY,70,60s+,M,N,2015,N,.
C6198,M,TN,30,30s,M,N,2015,N,.
C6199,F,GA,27,20s,M,N,2015,N,.
C6200,M,GA,24,20s,S,N,2015,Y,2016
C6201,F,CA,31,30s,S,N,2015,Y,2016
C6202,F,NV,43,40s,M,N,2015,N,.
C6203,M,TX,42,40s,S,N,2015,N,.
C6204,M,NY,86,60s+,S,N,2015,Y,2016
C6205,F,FL,65,60s+,S,N,2015,N,.
C6206,M,SC,48,40s,M,Y,2015,N,.
C6207,M,NY,37,30s,M,Y,2015,N,.
C6208,F,MA,54,50s,M,Y,2015,N,.
C6209,M,CA,31,30s,M,Y,2015,N,.
C6210,M,AZ,46,40s,M,N,2015,Y,2016
C6211,M,VA,71,60s+,M,N,2015,Y,2016
C6212,F,VA,72,60s+,M,N,2015,N,.
C6213,F,FL,46,40s,M,Y,2015,N,.
C6214,M,OH,27,20s,M,Y,2015,N,.
C6215,F,TN,58,50s,M,N,2015,N,.
C6216,M,DC,20,20s,S,N,2015,N,.
C6217,M,SC,43,40s,S,N,2015,N,.
C6218,F,VA,28,20s,M,Y,2015,N,.
C6219,F,AR,63,60s+,M,N,2015,N,.
C6220,M,NV,53,50s,M,Y,2015,N,.
C6221,M,CA,59,50s,S,N,2015,N,.
C6222,F,CA,43,40s,M,Y,2015,N,.
C6223,F,SC,82,60s+,M,N,2015,Y,2016
C6224,F,NV,38,30s,S,N,2015,N,.
C6225,F,MD,80,60s+,S,N,2015,N,.
C6226,F,TN,42,40s,M,N,2015,N,.
C6227,F,NV,77,60s+,S,N,2015,N,.
C6228,F,NC,41,40s,M,Y,2015,Y,2016
C6229,M,TX,43,40s,M,Y,2015,N,.
C6230,M,TX,28,20s,M,Y,2015,N,.
C6231,F,MI,22,20s,S,N,2015,N,.
C6232,M,NY,40,40s,M,N,2015,Y,2016
C6233,M,SC,78,60s+,S,N,2015,N,.
C6234,F,GA,21,20s,M,N,2015,N,.
C6235,M,CT,42,40s,S,N,2015,N,.
C6236,F,CA,32,30s,M,Y,2015,N,.
C6237,F,VA,36,30s,M,N,2015,N,.
C6238,M,TX,27,20s,M,Y,2015,N,.
C6239,M,CA,23,20s,M,Y,2015,N,.
C6240,M,TX,51,50s,M,Y,2015,Y,2016
C6241,M,NJ,32,30s,S,N,2015,N,.
C6242,M,VA,29,20s,M,Y,2015,N,.
C6243,F,TX,54,50s,M,Y,2015,N,.
C6244,M,CA,27,20s,S,N,2015,N,.
C6245,M,NC,72,60s+,M,N,2015,N,.
C6246,F,MD,45,40s,M,Y,2015,N,.
C6247,F,VA,75,60s+,S,N,2015,N,.
C6248,F,TX,63,60s+,M,N,2015,Y,2016
C6249,F,VA,47,40s,M,N,2015,N,.
C6250,M,NY,63,60s+,S,N,2015,N,.
C6251,M,VA,65,60s+,M,N,2015,N,.
C6252,F,MS,48,40s,M,Y,2015,N,.
C6253,F,NC,41,40s,M,N,2015,N,.
C6254,M,NC,46,40s,M,Y,2015,Y,2016
C6255,F,GA,28,20s,M,Y,2015,Y,2016
C6256,F,NC,24,20s,M,N,2015,N,.
C6257,M,CA,34,30s,M,Y,2015,N,.
C6258,M,IA,68,60s+,S,N,2015,N,.
C6259,F,VA,44,40s,S,Y,2015,N,.
C6260,F,NC,26,20s,M,Y,2015,N,.
C6261,F,OR,52,50s,S,Y,2015,N,.
C6262,M,SC,33,30s,M,Y,2015,Y,2016
C6263,F,CA,31,30s,S,N,2015,N,.
C6264,M,CA,27,20s,S,N,2015,N,.
C6265,F,MD,33,30s,M,N,2015,N,.
C6266,M,FL,73,60s+,S,N,2015,N,.
C6267,F,NV,33,30s,M,N,2015,N,.
C6268,M,NC,30,30s,M,N,2015,N,.
C6269,M,NC,51,50s,M,N,2015,N,.
C6270,F,FL,70,60s+,S,N,2015,N,.
C6271,F,NV,26,20s,M,Y,2015,Y,2016
C6272,M,TX,26,20s,M,Y,2015,N,.
C6273,M,NC,83,60s+,S,N,2015,N,.
C6274,F,NY,39,30s,M,Y,2015,N,.
C6275,F,MD,41,40s,M,Y,2015,N,.
C6276,M,IL,39,30s,M,Y,2015,Y,2016
C6277,M,NC,48,40s,M,N,2015,N,.
C6278,F,MD,58,50s,M,N,2015,N,.
C6279,F,NV,52,50s,M,Y,2015,N,.
C6280,F,CA,28,20s,S,N,2015,N,.
C6281,M,MS,37,30s,M,N,2015,Y,2016
C6282,F,PA,64,60s+,M,N,2015,N,.
C6283,M,CA,24,20s,M,Y,2015,N,.
C6284,F,CA,46,40s,M,N,2015,N,.
C6285,F,TN,58,50s,M,N,2015,N,.
C6286,F,CA,46,40s,M,N,2015,N,.
C6287,F,SC,22,20s,M,Y,2015,Y,2016
C6288,M,TX,29,20s,M,Y,2015,N,.
C6289,F,NV,59,50s,M,N,2015,N,.
C6290,M,SC,83,60s+,S,N,2015,N,.
C6291,F,MD,46,40s,M,Y,2015,Y,2016
C6292,F,KY,45,40s,M,N,2015,N,.
C6293,F,AL,35,30s,S,Y,2015,N,.
C6294,F,TN,51,50s,M,Y,2015,N,.
C6295,F,MD,54,50s,S,Y,2015,N,.
C6296,F,FL,53,50s,M,Y,2015,Y,2016
C6297,M,KY,36,30s,M,Y,2015,N,.
C6298,M,NC,51,50s,M,Y,2015,N,.
C6299,F,NY,41,40s,M,Y,2015,N,.
C6300,F,NV,60,60s+,M,N,2015,N,.
C6301,M,NC,23,20s,M,Y,2015,Y,2016
C6302,M,GA,62,60s+,M,N,2015,Y,2016
C6303,M,WV,54,50s,S,N,2015,N,.
C6304,F,AR,45,40s,M,Y,2015,N,.
C6305,M,AL,35,30s,S,N,2015,N,.
C6306,F,NV,35,30s,S,N,2015,N,.
C6307,F,NC,23,20s,M,Y,2015,N,.
C6308,M,CA,35,30s,S,N,2015,N,.
C6309,M,MD,22,20s,M,Y,2015,N,.
C6310,F,CA,70,60s+,S,N,2015,N,.
C6311,F,CA,78,60s+,S,N,2015,Y,2016
C6312,M,IN,46,40s,M,Y,2015,N,.
C6313,F,CA,53,50s,S,N,2015,N,.
C6314,M,NC,63,60s+,M,N,2015,Y,2016
C6315,F,LA,27,20s,S,N,2015,N,.
C6316,F,NJ,46,40s,S,Y,2015,N,.
C6317,M,NC,55,50s,M,N,2015,N,.
C6318,M,WV,42,40s,S,Y,2015,Y,2016
C6319,M,IN,19,10s,S,N,2015,N,.
C6320,M,LA,32,30s,S,N,2015,N,.
C6321,F,AL,69,60s+,M,N,2015,N,.
C6322,M,SC,72,60s+,M,N,2015,N,.
C6323,M,CA,45,40s,M,N,2015,N,.
C6324,F,VA,46,40s,M,N,2015,N,.
C6325,F,CA,31,30s,M,Y,2015,Y,2016
C6326,M,TX,24,20s,M,Y,2015,N,.
C6327,M,GA,72,60s+,M,N,2015,N,.
C6328,F,PA,63,60s+,S,N,2015,N,.
C6329,M,TX,55,50s,M,N,2015,N,.
C6330,F,FL,24,20s,S,N,2015,Y,2016
C6331,F,TX,55,50s,M,N,2015,Y,2016
C6332,F,CA,30,30s,M,Y,2015,N,.
C6333,M,NV,37,30s,M,N,2015,N,.
C6334,F,SC,56,50s,M,N,2015,N,.
C6335,F,FL,30,30s,S,N,2015,N,.
C6336,F,FL,64,60s+,S,N,2015,N,.
C6337,F,NV,44,40s,M,Y,2015,N,.
C6338,F,NY,32,30s,S,N,2015,Y,2016
C6339,F,SC,42,40s,S,N,2015,N,.
C6340,F,IL,39,30s,M,Y,2015,N,.
C6341,F,NC,80,60s+,S,N,2015,N,.
C6342,M,CA,51,50s,S,N,2015,Y,2016
C6343,M,TX,37,30s,M,N,2015,N,.
C6344,F,FL,61,60s+,S,N,2015,Y,2016
C6345,F,NC,64,60s+,M,N,2015,N,.
C6346,M,DC,19,10s,S,N,2015,N,.
C6347,F,CA,47,40s,M,N,2015,N,.
C6348,M,VA,31,30s,S,N,2015,N,.
C6349,M,WV,79,60s+,S,N,2015,N,.
C6350,F,MD,68,60s+,S,N,2015,Y,2016
C6351,M,FL,53,50s,S,N,2015,N,.
C6352,F,VA,33,30s,M,Y,2015,N,.
C6353,M,IL,20,20s,S,N,2015,Y,2016
C6354,M,FL,43,40s,S,N,2015,N,.
C6355,M,FL,30,30s,M,N,2015,N,.
C6356,F,CA,84,60s+,S,N,2015,N,.
C6357,F,CA,32,30s,M,Y,2015,N,.
C6358,M,CA,52,50s,S,N,2015,Y,2016
C6359,M,VA,70,60s+,S,N,2015,N,.
C6360,M,CA,32,30s,M,N,2015,N,.
C6361,M,NY,31,30s,S,N,2015,N,.
C6362,F,CA,58,50s,M,N,2015,N,.
C6363,F,SC,53,50s,M,Y,2015,N,.
C6364,M,NC,38,30s,M,Y,2015,Y,2016
C6365,M,CA,53,50s,M,N,2015,N,.
C6366,M,NC,68,60s+,M,N,2015,N,.
C6367,M,PA,36,30s,M,Y,2015,Y,2016
C6368,F,GA,58,50s,M,N,2015,N,.
C6369,F,CA,73,60s+,S,N,2015,N,.
C6370,F,GA,40,40s,M,Y,2015,N,.
C6371,M,IL,36,30s,S,Y,2015,N,.
C6372,F,NC,54,50s,M,Y,2015,N,.
C6373,M,NC,54,50s,S,N,2015,N,.
C6374,M,FL,67,60s+,M,N,2015,N,.
C6375,M,NC,45,40s,M,Y,2015,Y,2016
C6376,M,PA,40,40s,M,Y,2015,N,.
C6377,M,TX,54,50s,S,N,2015,N,.
C6378,F,ME,66,60s+,S,N,2015,N,.
C6379,F,NV,24,20s,M,N,2015,N,.
C6380,M,NC,41,40s,M,N,2015,Y,2016
C6381,F,TN,27,20s,M,Y,2015,N,.
C6382,F,CA,30,30s,S,N,2015,Y,2016
C6383,M,GA,64,60s+,S,N,2015,N,.
C6384,F,FL,47,40s,S,N,2015,N,.
C6385,M,WV,22,20s,S,N,2015,N,.
C6386,M,VA,69,60s+,M,N,2015,N,.
C6387,F,VA,39,30s,M,Y,2015,N,.
C6388,F,GA,56,50s,S,N,2015,Y,2016
C6389,M,NV,39,30s,M,Y,2015,N,.
C6390,M,TX,52,50s,M,Y,2015,N,.
C6391,M,NC,45,40s,M,Y,2015,N,.
C6392,M,VA,45,40s,M,Y,2015,N,.
C6393,M,NC,29,20s,M,Y,2015,N,.
C6394,F,SC,76,60s+,S,N,2015,Y,2016
C6395,M,PA,58,50s,M,N,2015,N,.
C6396,M,CA,77,60s+,S,N,2015,N,.
C6397,M,AR,70,60s+,M,N,2015,N,.
C6398,M,NC,48,40s,M,N,2015,N,.
C6399,F,TN,48,40s,M,Y,2015,N,.
C6400,M,NV,55,50s,M,N,2015,Y,2016
C6401,F,CA,39,30s,M,Y,2015,N,.
C6402,F,FL,55,50s,M,N,2015,N,.
C6403,F,FL,18,10s,S,N,2015,N,.
C6404,M,CA,67,60s+,S,N,2015,N,.
C6405,M,MD,68,60s+,S,N,2015,N,.
C6406,F,TX,39,30s,M,Y,2015,N,.
C6407,M,NV,59,50s,M,N,2015,Y,2016
C6408,F,GA,50,50s,M,Y,2015,N,.
C6409,M,MI,75,60s+,M,N,2015,N,.
C6410,F,NC,72,60s+,M,N,2015,Y,2016
C6411,M,MD,26,20s,M,Y,2015,N,.
C6412,F,IL,39,30s,M,Y,2015,N,.
C6413,F,CA,26,20s,M,N,2015,N,.
C6414,F,NC,70,60s+,S,N,2015,N,.
C6415,M,IL,73,60s+,S,N,2015,N,.
C6416,F,GA,54,50s,M,Y,2015,N,.
C6417,F,PA,50,50s,M,Y,2015,N,.
C6418,M,CA,24,20s,S,N,2015,N,.
C6419,M,NY,71,60s+,S,N,2015,Y,2016
C6420,F,CA,24,20s,S,N,2015,Y,2016
C6421,M,NC,45,40s,M,N,2015,N,.
C6422,M,FL,49,40s,M,N,2015,N,.
C6423,M,AL,43,40s,M,Y,2015,N,.
C6424,F,TX,51,50s,S,N,2015,N,.
C6425,F,NC,56,50s,M,N,2015,N,.
C6426,M,TN,33,30s,M,Y,2015,Y,2016
C6427,M,CA,75,60s+,S,N,2015,N,.
C6428,M,GA,45,40s,M,N,2015,N,.
C6429,F,DC,42,40s,S,Y,2015,Y,2016
C6430,M,VA,47,40s,S,N,2015,N,.
C6431,F,IL,68,60s+,M,N,2015,N,.
C6432,F,TX,42,40s,M,N,2015,N,.
C6433,F,AL,56,50s,M,N,2015,N,.
C6434,M,TX,48,40s,M,Y,2015,N,.
C6435,M,TX,27,20s,S,N,2015,N,.
C6436,F,TN,41,40s,M,Y,2015,Y,2016
C6437,F,CA,71,60s+,M,N,2015,Y,2016
C6438,F,LA,70,60s+,M,N,2015,N,.
C6439,M,PA,32,30s,S,N,2015,N,.
C6440,M,NC,49,40s,M,N,2015,N,.
C6441,F,NC,44,40s,M,Y,2015,N,.
C6442,F,TX,58,50s,S,N,2015,N,.
C6443,F,TX,73,60s+,M,N,2015,N,.
C6444,M,CA,45,40s,S,Y,2015,N,.
C6445,M,KY,21,20s,S,N,2015,N,.
C6446,F,SC,62,60s+,S,N,2015,N,.
C6447,F,NY,53,50s,M,N,2015,N,.
C6448,M,AR,55,50s,M,N,2015,Y,2016
C6449,M,TX,70,60s+,S,N,2015,N,.
C6450,M,TX,48,40s,M,Y,2015,N,.
C6451,F,GA,54,50s,M,Y,2015,N,.
C6452,F,TX,46,40s,M,Y,2015,N,.
C6453,F,NC,29,20s,M,N,2015,N,.
C6454,F,FL,37,30s,S,N,2015,Y,2016
C6455,F,KY,36,30s,M,N,2015,N,.
C6456,F,NJ,58,50s,S,N,2015,Y,2016
C6457,F,LA,38,30s,M,Y,2015,N,.
C6458,M,TX,59,50s,M,N,2015,N,.
C6459,F,NC,53,50s,M,Y,2015,Y,2016
C6460,F,TN,50,50s,M,Y,2015,N,.
C6461,M,NV,33,30s,M,Y,2015,N,.
C6462,M,IL,41,40s,S,N,2015,N,.
C6463,M,GA,48,40s,M,Y,2015,Y,2016
C6464,M,CA,44,40s,M,Y,2015,N,.
C6465,M,NC,54,50s,M,Y,2015,N,.
C6466,F,WV,55,50s,M,N,2015,N,.
C6467,M,WV,34,30s,S,N,2015,N,.
C6468,M,KY,38,30s,M,N,2015,N,.
C6469,M,LA,39,30s,M,Y,2015,N,.
C6470,F,NV,22,20s,M,N,2015,Y,2016
C6471,F,TN,71,60s+,M,N,2015,N,.
C6472,M,WV,55,50s,S,N,2015,N,.
C6473,M,NC,75,60s+,M,N,2015,N,.
C6474,M,IL,39,30s,M,Y,2015,N,.
C6475,F,NC,48,40s,S,Y,2015,N,.
C6476,M,CA,55,50s,M,N,2015,Y,2016
C6477,M,CA,28,20s,S,N,2015,Y,2016
C6478,M,NV,29,20s,M,Y,2015,N,.
C6479,F,NV,40,40s,M,Y,2015,N,.
C6480,F,NV,29,20s,M,Y,2015,N,.
C6481,M,FL,49,40s,M,Y,2015,N,.
C6482,M,WV,38,30s,M,Y,2015,N,.
C6483,F,CA,67,60s+,S,N,2015,N,.
C6484,F,MI,28,20s,M,N,2015,N,.
C6485,M,TN,38,30s,M,Y,2015,Y,2016
C6486,M,DE,65,60s+,S,N,2015,N,.
C6487,M,WV,22,20s,M,Y,2015,N,.
C6488,M,NV,23,20s,S,N,2015,Y,2016
C6489,M,MD,71,60s+,S,N,2015,N,.
C6490,F,FL,85,60s+,S,N,2015,Y,2016
C6491,M,NC,48,40s,S,N,2015,N,.
C6492,M,MD,82,60s+,S,N,2015,N,.
C6493,F,MI,29,20s,S,N,2015,N,.
C6494,F,MD,38,30s,M,Y,2015,N,.
C6495,M,SC,42,40s,M,N,2015,N,.
C6496,F,LA,69,60s+,S,N,2015,N,.
C6497,M,MA,73,60s+,S,N,2015,Y,2016
C6498,M,NV,55,50s,M,N,2015,N,.
C6499,F,SC,21,20s,M,Y,2015,Y,2016
C6500,M,OH,83,60s+,S,N,2015,N,.
C6501,F,CA,62,60s+,S,N,2015,N,.
C6502,M,OH,20,20s,S,N,2015,N,.
C6503,M,AL,44,40s,M,Y,2015,N,.
C6504,F,FL,60,60s+,M,N,2015,N,.
C6505,M,VA,46,40s,M,N,2015,N,.
C6506,M,NC,61,60s+,M,N,2015,N,.
C6507,F,MI,53,50s,S,Y,2015,N,.
C6508,F,NC,25,20s,M,N,2015,N,.
C6509,M,CA,40,40s,M,N,2015,N,.
C6510,F,NC,61,60s+,M,N,2015,Y,2016
C6511,M,KY,60,60s+,M,N,2015,N,.
C6512,F,MD,48,40s,M,Y,2015,N,.
C6513,M,CA,29,20s,S,N,2015,Y,2016
C6514,M,NC,61,60s+,M,N,2015,N,.
C6515,F,TX,40,40s,M,N,2015,N,.
C6516,F,FL,41,40s,M,N,2015,N,.
C6517,F,IL,37,30s,M,N,2015,N,.
C6518,F,IL,42,40s,M,Y,2015,N,.
C6519,F,VA,50,50s,M,Y,2015,N,.
C6520,M,TX,50,50s,M,N,2015,N,.
C6521,F,VA,48,40s,M,Y,2015,N,.
C6522,F,CA,27,20s,S,N,2015,Y,2016
C6523,M,TN,25,20s,S,N,2015,N,.
C6524,F,AR,61,60s+,S,N,2015,N,.
C6525,M,CA,56,50s,M,N,2015,N,.
C6526,M,TX,52,50s,M,Y,2015,N,.
C6527,F,CA,56,50s,S,N,2015,N,.
C6528,M,CA,82,60s+,S,N,2015,N,.
C6529,F,CA,78,60s+,S,N,2015,Y,2016
C6530,F,TN,42,40s,S,Y,2015,N,.
C6531,M,NC,76,60s+,S,N,2015,N,.
C6532,F,TX,21,20s,M,Y,2015,N,.
C6533,F,NY,39,30s,S,N,2015,N,.
C6534,F,OH,51,50s,M,Y,2015,Y,2016
C6535,F,VA,87,60s+,S,N,2015,N,.
C6536,F,CA,46,40s,M,Y,2015,N,.
C6537,F,CA,61,60s+,M,N,2015,Y,2016
C6538,F,TN,34,30s,M,N,2015,N,.
C6539,M,CA,36,30s,M,Y,2015,N,.
C6540,M,CA,63,60s+,M,N,2015,N,.
C6541,M,TN,36,30s,M,Y,2015,N,.
C6542,M,TX,64,60s+,M,N,2015,N,.
C6543,M,FL,60,60s+,S,N,2015,N,.
C6544,M,AL,39,30s,M,Y,2015,N,.
C6545,M,SC,59,50s,M,N,2015,Y,2016
C6546,M,FL,42,40s,M,Y,2015,N,.
C6547,M,CA,52,50s,S,N,2015,N,.
C6548,M,TX,48,40s,M,Y,2015,Y,2016
C6549,M,NV,36,30s,M,N,2015,N,.
C6550,F,FL,49,40s,S,N,2015,N,.
C6551,F,TX,41,40s,M,Y,2015,N,.
C6552,F,NY,34,30s,S,N,2015,Y,2016
C6553,M,TX,43,40s,M,N,2015,N,.
C6554,F,NJ,31,30s,M,Y,2015,N,.
C6555,F,TN,50,50s,S,N,2015,N,.
C6556,M,CA,38,30s,M,N,2015,N,.
C6557,F,VT,26,20s,S,N,2015,N,.
C6558,M,WV,48,40s,M,N,2015,N,.
C6559,M,TX,62,60s+,M,N,2015,N,.
C6560,M,NV,21,20s,S,Y,2015,N,.
C6561,F,NC,38,30s,M,Y,2015,Y,2016
C6562,M,CA,84,60s+,S,N,2015,N,.
C6563,F,FL,35,30s,S,N,2015,N,.
C6564,M,IN,43,40s,M,Y,2015,N,.
C6565,F,CA,26,20s,S,N,2015,N,.
C6566,M,VA,26,20s,S,N,2015,N,.
C6567,F,NC,42,40s,M,Y,2015,Y,2016
C6568,M,NY,46,40s,S,N,2015,N,.
C6569,F,AZ,79,60s+,M,N,2015,Y,2016
C6570,F,TX,54,50s,M,Y,2015,Y,2016
C6571,M,VA,43,40s,M,Y,2015,N,.
C6572,F,AL,46,40s,M,N,2015,N,.
C6573,M,NV,31,30s,S,N,2015,N,.
C6574,M,GA,41,40s,M,Y,2015,N,.
C6575,M,SC,22,20s,S,N,2015,N,.
C6576,F,NC,49,40s,M,Y,2015,N,.
C6577,F,IN,27,20s,M,Y,2015,N,.
C6578,F,KY,22,20s,M,Y,2015,N,.
C6579,F,NC,65,60s+,M,N,2015,N,.
C6580,F,FL,68,60s+,S,N,2015,Y,2016
C6581,F,NC,58,50s,M,N,2015,N,.
C6582,F,NC,28,20s,S,N,2015,N,.
C6583,M,TX,24,20s,S,N,2015,N,.
C6584,M,SC,27,20s,S,N,2015,N,.
C6585,F,NC,68,60s+,M,N,2015,Y,2016
C6586,M,MD,53,50s,M,Y,2015,N,.
C6587,M,NV,50,50s,M,Y,2015,N,.
C6588,F,TX,63,60s+,M,N,2015,N,.
C6589,M,IN,69,60s+,S,N,2015,N,.
C6590,F,MA,28,20s,M,Y,2015,N,.
C6591,M,AL,42,40s,M,Y,2015,N,.
C6592,F,NC,34,30s,M,Y,2015,N,.
C6593,M,TX,23,20s,S,N,2015,N,.
C6594,M,PA,72,60s+,S,N,2015,N,.
C6595,M,NV,47,40s,M,Y,2015,Y,2016
C6596,F,TX,47,40s,M,Y,2015,N,.
C6597,F,NC,24,20s,M,N,2015,Y,2016
C6598,M,CA,75,60s+,M,N,2015,N,.
C6599,M,IL,22,20s,S,Y,2015,N,.
C6600,M,VA,68,60s+,M,N,2015,N,.
C6601,F,TX,44,40s,M,Y,2015,N,.
C6602,F,VA,26,20s,S,N,2015,N,.
C6603,M,MD,26,20s,S,N,2015,N,.
C6604,F,CA,23,20s,M,Y,2015,N,.
C6605,F,CA,27,20s,S,N,2015,N,.
C6606,M,AL,64,60s+,M,N,2015,N,.
C6607,M,NV,83,60s+,S,N,2015,Y,2016
C6608,M,MD,39,30s,S,N,2015,N,.
C6609,M,NY,18,10s,S,N,2015,N,.
C6610,M,VA,19,10s,M,Y,2015,N,.
C6611,M,SC,51,50s,M,N,2015,N,.
C6612,M,VA,29,20s,M,Y,2015,N,.
