customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag,customer_sales
C6565,F,CA,26,20s,S,N,2015,N,.,10-19-2015,1,22.289093461869992
C6566,M,VA,26,20s,S,N,2015,N,.,12-30-2016,1,19.300810684649992
C6567,F,NC,42,40s,M,Y,2015,Y,2016,.,0,.
C6568,M,NY,46,40s,S,N,2015,N,.,12-31-2017,1,33.091914523999996
C6569,F,AZ,79,60s+,M,N,2015,Y,2016,.,0,.
C6570,F,TX,54,50s,M,Y,2015,Y,2016,.,0,.
C6571,M,VA,43,40s,M,Y,2015,N,.,12-25-2018,1,30.563980890429992
C6572,F,AL,46,40s,M,N,2015,N,.,12-23-2015,1,25.526483165299993
C6573,M,NV,31,30s,S,N,2015,N,.,12-30-2017,1,27.193296179999987
C6574,M,GA,41,40s,M,Y,2015,N,.,12-31-2015,1,37.549303752549996
C6575,M,SC,22,20s,S,N,2015,N,.,12-30-2016,1,26.77907654869999
C6576,F,NC,49,40s,M,Y,2015,N,.,12-26-2017,1,28.179932008749994
C6577,F,IN,27,20s,M,Y,2015,N,.,12-18-2017,1,22.028793245599996
C6578,F,KY,22,20s,M,Y,2015,N,.,12-21-2018,1,26.502699864799993
C6579,F,NC,65,60s+,M,N,2015,N,.,12-20-2018,1,29.820975418799996
C6580,F,FL,68,60s+,S,N,2015,Y,2016,.,0,.
C6581,F,NC,58,50s,M,N,2015,N,.,12-17-2018,1,32.15670202349999
C6582,F,NC,28,20s,S,N,2015,N,.,12-30-2017,1,23.576580724799992
C6583,M,TX,24,20s,S,N,2015,N,.,12-29-2018,1,25.62310505739999
C6584,M,SC,27,20s,S,N,2015,N,.,12-16-2018,1,29.672337467600002
C6585,F,NC,68,60s+,M,N,2015,Y,2016,.,0,.
C6586,M,MD,53,50s,M,Y,2015,N,.,12-29-2018,1,29.378706797349984
C6587,M,NV,50,50s,M,Y,2015,N,.,12-23-2018,1,41.06812613282999
C6588,F,TX,63,60s+,M,N,2015,N,.,12-30-2015,1,37.24252309466999
C6589,M,IN,69,60s+,S,N,2015,N,.,11-22-2016,1,27.235244035599976
C6590,F,MA,28,20s,M,Y,2015,N,.,12-22-2017,1,26.66696487004999
C6591,M,AL,42,40s,M,Y,2015,N,.,12-28-2018,1,41.42800777028998
C6592,F,NC,34,30s,M,Y,2015,N,.,12-06-2015,1,26.08324575369999
C6593,M,TX,23,20s,S,N,2015,N,.,12-26-2016,1,25.734086921449993
C6594,M,PA,72,60s+,S,N,2015,N,.,12-06-2016,1,28.561315247629985
C6595,M,NV,47,40s,M,Y,2015,Y,2016,.,0,.
C6596,F,TX,47,40s,M,Y,2015,N,.,12-30-2017,1,35.544520237369994
C6597,F,NC,24,20s,M,N,2015,Y,2016,.,0,.
C6598,M,CA,75,60s+,M,N,2015,N,.,12-04-2018,1,30.406277951179984
C6599,M,IL,22,20s,S,Y,2015,N,.,12-29-2015,1,20.96475054319999
C6600,M,VA,68,60s+,M,N,2015,N,.,12-29-2016,1,35.49307402901998
C6601,F,TX,44,40s,M,Y,2015,N,.,12-10-2018,1,34.67084560609999
C6602,F,VA,26,20s,S,N,2015,N,.,12-22-2018,1,22.52247235659999
C6603,M,MD,26,20s,S,N,2015,N,.,12-31-2016,1,15.496004244199998
C6604,F,CA,23,20s,M,Y,2015,N,.,12-28-2018,1,28.056569553049982
C6605,F,CA,27,20s,S,N,2015,N,.,12-28-2017,1,18.031405837189993
C6606,M,AL,64,60s+,M,N,2015,N,.,12-28-2017,1,36.05634015697999
C6607,M,NV,83,60s+,S,N,2015,Y,2016,.,0,.
C6608,M,MD,39,30s,S,N,2015,N,.,12-28-2018,1,34.87486502175998
C6609,M,NY,18,10s,S,N,2015,N,.,09-25-2018,1,19.4556199074
C6610,M,VA,19,10s,M,Y,2015,N,.,12-13-2015,1,25.21207081699999
C6611,M,SC,51,50s,M,N,2015,N,.,12-22-2017,1,34.54670853569999
C6612,M,VA,29,20s,M,Y,2015,N,.,12-05-2017,1,20.683814783749998
C6613,M,SC,31,30s,S,N,2015,N,.,12-28-2017,1,27.580572879949997
C6614,F,AR,39,30s,M,Y,2015,Y,2016,.,0,.
C6615,M,CA,65,60s+,S,N,2015,N,.,12-30-2016,1,35.13440812644998
C6616,M,MS,42,40s,M,Y,2015,Y,2016,.,0,.
C6617,M,LA,80,60s+,M,N,2015,N,.,12-09-2016,1,24.834202717999982
C6618,F,MI,65,60s+,S,N,2015,N,.,12-30-2015,1,35.114529328099984
C6619,F,OH,21,20s,M,Y,2015,N,.,12-04-2016,1,21.757127427349992
C6620,F,NC,76,60s+,S,N,2015,Y,2016,.,0,.
C6621,F,TX,25,20s,M,N,2015,N,.,12-23-2015,1,28.362250467049986
C6622,F,MS,60,60s+,M,N,2015,N,.,12-25-2015,1,41.64218062384999
C6623,F,CA,68,60s+,S,N,2015,N,.,12-29-2017,1,42.298159631289984
C6624,F,CA,18,10s,S,N,2015,N,.,12-03-2016,1,27.46073243318999
C6625,F,NV,46,40s,M,Y,2015,Y,2016,.,0,.
C6626,F,CA,64,60s+,M,N,2015,N,.,12-20-2018,1,32.122318328179986
C6627,F,TN,45,40s,M,Y,2015,N,.,12-25-2018,1,34.581862375699984
C6628,M,CA,42,40s,M,N,2015,N,.,12-29-2018,1,31.969919924839985
C6629,M,PA,59,50s,M,N,2015,N,.,12-28-2016,1,32.503925049759985
C6630,M,AR,35,30s,M,Y,2015,N,.,12-31-2016,1,37.44604549350999
C6631,M,CA,62,60s+,M,N,2015,N,.,12-23-2017,1,36.093389111719986
C6632,F,NC,68,60s+,M,N,2015,Y,2016,.,0,.
C6633,M,NJ,40,40s,M,Y,2015,N,.,12-26-2016,1,34.94426913734
C6634,M,KY,42,40s,M,Y,2015,Y,2016,.,0,.
C6635,F,VA,43,40s,M,Y,2015,N,.,12-29-2018,1,29.77631982869999
C6636,M,PA,59,50s,M,N,2015,N,.,12-26-2015,1,33.70670434493998
C6637,M,FL,89,60s+,S,N,2015,N,.,12-14-2017,1,30.26177493862999
C6638,F,FL,49,40s,M,Y,2015,N,.,12-09-2016,1,39.379044187239984
C6639,M,NC,18,10s,M,N,2015,N,.,12-27-2015,1,32.78558235281999
C6640,F,MD,84,60s+,S,N,2015,N,.,12-29-2015,1,30.178873995029996
C6641,M,MD,44,40s,M,Y,2015,Y,2016,.,0,.
C6642,M,CA,22,20s,M,Y,2015,N,.,12-25-2018,1,22.672683162269998
C6643,F,NC,40,40s,M,Y,2015,N,.,12-27-2018,1,35.83149608012
C6644,M,TX,49,40s,M,Y,2015,Y,2016,.,0,.
C6645,F,NC,51,50s,M,Y,2015,N,.,12-31-2016,1,29.622363632539987
C6646,M,VA,18,10s,S,N,2015,N,.,12-28-2018,1,20.86788287105
C6647,M,NC,30,30s,S,N,2015,N,.,11-03-2018,1,21.520298142299993
C6648,F,TN,43,40s,M,Y,2015,N,.,12-17-2018,1,34.01293396029998
C6649,F,TN,30,30s,M,N,2015,N,.,12-15-2017,1,23.389437764949992
C6650,F,FL,39,30s,M,Y,2015,N,.,12-22-2017,1,30.554204869929986
C6651,F,NV,48,40s,M,Y,2015,N,.,12-21-2018,1,32.6958656733
C6652,F,CA,73,60s+,S,N,2015,N,.,12-10-2017,1,35.0990009422
C6653,M,KY,26,20s,M,Y,2015,Y,2016,.,0,.
C6654,F,NV,49,40s,M,N,2015,N,.,12-16-2016,1,37.96240502329999
C6655,F,MA,29,20s,M,Y,2015,Y,2016,.,0,.
C6656,M,SC,55,50s,M,N,2015,N,.,12-10-2017,1,37.43689528945
C6657,F,SC,54,50s,M,Y,2015,N,.,12-28-2015,1,34.71686096674999
C6658,F,AR,53,50s,M,N,2015,N,.,12-17-2016,1,31.648610824799984
C6659,F,DC,47,40s,M,N,2014,N,.,12-31-2014,1,41.88962440856959
C6660,F,NC,64,60s+,M,N,2015,Y,2016,.,0,.
C6661,M,CA,66,60s+,M,N,2015,N,.,12-27-2015,1,30.316815504959987
C6662,M,TN,28,20s,S,N,2015,N,.,12-19-2017,1,23.097886453549993
C6663,F,MI,65,60s+,M,N,2014,N,.,12-31-2014,1,38.135354715399984
C6664,F,SC,62,60s+,S,N,2015,N,.,12-28-2017,1,47.61761545749
C6665,F,TN,40,40s,M,Y,2015,N,.,12-10-2015,1,29.35915236849999
C6666,F,AZ,46,40s,M,N,2015,N,.,12-26-2015,1,31.946803642849986
C6667,M,AR,34,30s,M,Y,2015,N,.,12-31-2017,1,26.13543350886999
C6668,M,VA,46,40s,M,N,2015,Y,2016,.,0,.
C6669,M,NC,62,60s+,S,N,2015,N,.,12-15-2018,1,30.58526717669999
C6670,M,TN,32,30s,S,N,2015,N,.,12-09-2016,1,28.71042814948999
C6671,M,SC,54,50s,S,N,2015,Y,2016,.,0,.
C6672,M,NC,69,60s+,S,N,2015,N,.,12-28-2015,1,28.121572620799995
C6673,M,OR,77,60s+,S,N,2015,Y,2016,.,0,.
C6674,M,MS,54,50s,S,N,2015,N,.,12-07-2017,1,32.464762000529994
C6675,F,NY,32,30s,M,Y,2014,N,.,12-30-2014,1,24.65696221673119
C6676,F,CA,79,60s+,S,N,2015,N,.,12-20-2015,1,31.24672181288998
C6677,M,TX,25,20s,M,N,2015,N,.,12-03-2015,1,22.205627457139993
C6678,M,SC,27,20s,S,N,2015,N,.,12-18-2018,1,29.467280758699985
C6679,F,NC,55,50s,M,N,2015,N,.,12-31-2015,1,27.190436021199982
C6680,M,CA,20,20s,S,N,2015,N,.,12-06-2015,1,18.99086582648999
C6681,F,TX,36,30s,M,Y,2015,N,.,12-28-2018,1,28.066518784049983
C6682,F,NY,69,60s+,S,N,2015,Y,2016,.,0,.
C6683,F,NY,28,20s,M,Y,2015,N,.,12-27-2016,1,15.0326896733
C6684,F,CA,53,50s,M,Y,2015,N,.,12-31-2016,1,25.449220034999993
C6685,M,NC,60,60s+,M,N,2015,N,.,12-28-2017,1,26.12822586469999
C6686,M,SC,44,40s,S,N,2015,N,.,12-19-2015,1,34.24110165134998
C6687,M,DC,57,50s,M,N,2015,Y,2016,.,0,.
C6688,M,TN,70,60s+,S,N,2015,N,.,12-03-2016,1,28.862476980049994
C6689,M,NV,26,20s,S,N,2015,Y,2016,.,0,.
C6690,M,TX,27,20s,S,N,2015,N,.,12-29-2015,1,24.305617637169995
C6691,M,NV,43,40s,M,Y,2015,N,.,12-30-2017,1,37.431449992599994
C6692,F,NC,25,20s,M,Y,2015,N,.,12-23-2017,1,24.357293156999994
C6693,F,MS,33,30s,S,N,2015,Y,2016,.,0,.
C6694,M,TX,62,60s+,S,N,2015,N,.,12-27-2018,1,33.55254795729999
C6695,F,SC,25,20s,M,Y,2015,N,.,12-29-2018,1,30.76415625022
C6696,M,TX,50,50s,M,Y,2015,N,.,12-25-2015,1,31.823786431719977
C6697,F,TX,77,60s+,M,N,2015,N,.,12-24-2017,1,38.75391561809998
C6698,F,VA,67,60s+,M,N,2015,Y,2016,.,0,.
C6699,M,TX,28,20s,S,N,2015,N,.,11-16-2017,1,23.973189344619996
C6700,F,CA,66,60s+,M,N,2015,N,.,12-31-2015,1,32.57745604358999
C6701,F,SC,49,40s,M,N,2015,Y,2016,.,0,.
C6702,M,AR,58,50s,S,N,2015,N,.,12-22-2018,1,36.20881159475
C6703,M,CA,41,40s,M,N,2015,N,.,12-16-2015,1,30.72376289029999
C6704,F,GA,43,40s,M,Y,2015,N,.,12-10-2015,1,32.556920101189995
C6705,F,NC,34,30s,S,Y,2015,Y,2016,.,0,.
C6706,F,IN,61,60s+,M,N,2015,N,.,12-31-2017,1,32.18680066639999
C6707,F,MD,61,60s+,M,N,2015,N,.,12-26-2015,1,35.08270399103998
C6708,F,FL,48,40s,S,N,2015,N,.,12-21-2017,1,23.34911616034999
C6709,F,SC,21,20s,M,N,2015,N,.,12-08-2018,1,31.129485298349994
C6710,M,CA,24,20s,S,N,2015,N,.,11-17-2018,1,19.104552103399996
C6711,M,TN,59,50s,M,N,2015,N,.,12-22-2018,1,34.442814588249995
C6712,F,NC,69,60s+,S,N,2015,N,.,12-12-2016,1,34.91953962609998
C6713,M,NV,54,50s,S,N,2015,N,.,11-24-2018,1,28.645144204399987
C6714,F,TX,45,40s,M,Y,2015,Y,2016,.,0,.
C6715,F,NC,51,50s,M,Y,2015,N,.,12-04-2018,1,37.21684579039999
C6716,M,FL,26,20s,S,N,2015,N,.,11-23-2015,1,16.42974143367
C6717,F,NC,83,60s+,S,N,2015,N,.,12-03-2017,1,29.447393123549986
C6718,F,AZ,54,50s,M,N,2015,Y,2016,.,0,.
C6719,F,IN,55,50s,M,N,2015,N,.,12-23-2017,1,37.48195968874998
C6720,F,NC,65,60s+,M,N,2015,N,.,12-09-2017,1,33.099943477299995
C6721,F,VA,56,50s,M,N,2015,N,.,12-27-2015,1,38.93310420182998
C6722,M,NJ,55,50s,M,N,2015,N,.,11-15-2015,1,31.97731403535999
C6723,M,FL,43,40s,M,N,2015,N,.,12-29-2017,1,36.34364133448999
C6724,F,NH,59,50s,M,N,2015,N,.,12-30-2017,1,38.72836702239998
C6725,M,NY,71,60s+,S,N,2015,Y,2016,.,0,.
C6726,F,AL,30,30s,M,Y,2015,N,.,12-15-2016,1,22.016442419869996
C6727,F,FL,65,60s+,S,N,2015,Y,2016,.,0,.
C6728,F,GA,47,40s,M,Y,2015,N,.,12-03-2017,1,34.76113336049999
C6729,F,CA,40,40s,M,Y,2015,N,.,12-28-2017,1,41.18218342147998
C6730,F,NY,73,60s+,S,N,2015,N,.,12-31-2016,1,34.452394793349995
C6731,M,SC,41,40s,M,N,2015,N,.,12-29-2017,1,34.22019710274999
C6732,F,NY,57,50s,M,N,2015,N,.,12-17-2015,1,26.566521217049985
C6733,F,SC,40,40s,M,Y,2015,N,.,12-31-2017,1,48.42923161539998
C6734,M,NC,66,60s+,M,N,2015,Y,2016,.,0,.
C6735,M,CA,43,40s,M,N,2015,N,.,12-31-2015,1,35.32001140074999
C6736,M,SC,40,40s,M,N,2016,Y,2017,.,0,.
C6737,M,DC,78,60s+,S,N,2016,Y,2017,.,0,.
C6738,F,FL,38,30s,M,N,2016,Y,2017,.,0,.
C6739,F,TN,67,60s+,M,N,2016,N,.,12-06-2016,1,28.268327039999996
C6740,M,NC,81,60s+,S,N,2016,Y,2017,.,0,.
C6741,F,FL,68,60s+,S,N,2016,N,.,12-10-2016,1,26.98824881999999
C6742,F,SC,34,30s,M,Y,2016,N,.,12-04-2016,1,33.60801825499999
C6743,M,SC,64,60s+,M,N,2016,Y,2017,.,0,.
C6744,M,CT,38,30s,M,Y,2016,N,.,12-15-2016,1,24.15613329999999
C6745,M,AL,34,30s,M,N,2016,N,.,12-21-2017,1,24.175686019999993
C6746,M,VA,52,50s,M,N,2016,N,.,12-23-2017,1,27.30082042
C6747,M,TX,33,30s,M,Y,2016,Y,2017,.,0,.
C6748,F,TX,52,50s,S,N,2016,N,.,12-29-2018,1,27.90808571999999
C6749,F,PA,56,50s,M,N,2016,Y,2017,.,0,.
C6750,M,TX,41,40s,M,Y,2016,N,.,12-15-2017,1,19.5132485
C6751,F,NV,49,40s,M,Y,2016,N,.,12-11-2017,1,30.460542219999994
C6752,M,CA,49,40s,M,N,2016,N,.,10-07-2017,1,22.164104289999997
C6753,M,GA,79,60s+,S,N,2016,N,.,11-11-2018,1,21.983746099999998
C6754,F,TX,47,40s,M,N,2016,Y,2017,.,0,.
C6755,F,NC,65,60s+,M,N,2016,N,.,11-26-2018,1,26.263985394999988
C6756,M,MD,45,40s,M,Y,2016,N,.,12-16-2017,1,18.8412585
C6757,M,WV,39,30s,S,N,2016,Y,2017,.,0,.
C6758,M,NC,27,20s,M,Y,2016,Y,2017,.,0,.
C6759,F,NJ,55,50s,M,N,2016,N,.,12-16-2018,1,27.035139629999996
C6760,M,NC,58,50s,M,N,2016,N,.,12-22-2017,1,27.01061082999999
C6761,M,NC,51,50s,M,Y,2016,Y,2017,.,0,.
C6762,F,OH,52,50s,M,N,2016,N,.,12-19-2018,1,26.272060849999992
C6763,M,GA,61,60s+,M,N,2016,N,.,12-29-2016,1,21.246233769999996
C6764,F,TX,78,60s+,S,N,2016,N,.,12-07-2018,1,20.569772289999992
C6765,M,NC,62,60s+,M,N,2016,N,.,12-31-2016,1,16.8374558
C6766,F,GA,33,30s,M,Y,2016,Y,2017,.,0,.
C6767,M,FL,33,30s,S,N,2016,N,.,12-19-2018,1,16.616083099999997
C6768,M,NJ,32,30s,M,Y,2016,N,.,12-29-2017,1,24.226581349999996
C6769,M,CA,55,50s,M,N,2016,N,.,11-30-2018,1,19.105963969999998
C6770,F,VA,33,30s,M,Y,2016,N,.,12-14-2017,1,18.3130023
C6771,M,TX,63,60s+,M,N,2016,Y,2017,.,0,.
C6772,F,FL,28,20s,M,Y,2016,N,.,12-04-2018,1,19.44450227
C6773,M,TX,45,40s,M,Y,2016,Y,2017,.,0,.
C6774,M,NH,74,60s+,S,N,2016,Y,2017,.,0,.
C6775,F,FL,20,20s,S,N,2016,N,.,10-24-2016,1,19.455964564999995
C6776,M,MD,76,60s+,S,N,2016,N,.,11-27-2017,1,21.378570289999992
C6777,M,NC,26,20s,M,Y,2016,N,.,12-19-2017,1,17.35606367
C6778,F,NV,53,50s,M,N,2016,Y,2017,.,0,.
C6779,M,SC,50,50s,M,N,2016,N,.,12-23-2016,1,30.518889809999983
C6780,F,CA,38,30s,M,Y,2016,N,.,12-28-2018,1,33.85124492999999
C6781,F,VA,49,40s,M,Y,2016,N,.,11-19-2016,1,26.75793564999999
C6782,F,NC,66,60s+,M,N,2016,N,.,11-24-2018,1,20.20962346
C6783,M,VA,48,40s,M,Y,2016,N,.,12-28-2018,1,26.855673369999987
C6784,M,LA,33,30s,M,N,2016,Y,2017,.,0,.
C6785,F,NV,69,60s+,S,N,2016,Y,2017,.,0,.
C6786,F,NY,43,40s,S,N,2016,N,.,12-23-2017,1,20.165234364999996
C6787,F,WV,24,20s,M,N,2016,Y,2017,.,0,.
C6788,F,KY,26,20s,S,N,2016,N,.,12-08-2016,1,16.69267794
C6789,F,NC,33,30s,M,Y,2016,N,.,12-22-2017,1,13.365569189999999
C6790,M,TX,22,20s,S,N,2016,N,.,12-26-2017,1,19.518542620000005
C6791,M,TX,32,30s,M,Y,2016,Y,2017,.,0,.
C6792,M,VA,21,20s,M,N,2016,N,.,11-29-2016,1,12.643459369999999
C6793,M,SC,31,30s,S,N,2016,N,.,12-18-2018,1,27.103423099999986
C6794,M,TX,36,30s,M,Y,2016,Y,2017,.,0,.
C6795,F,TX,59,50s,M,N,2016,N,.,12-07-2016,1,16.47721227
C6796,M,NC,42,40s,M,Y,2016,N,.,12-16-2017,1,17.549292150000003
C6797,M,CA,45,40s,S,N,2016,N,.,12-15-2016,1,19.541469460000002
C6798,F,TX,37,30s,M,Y,2016,N,.,12-28-2016,1,23.24953898999999
C6799,M,FL,66,60s+,M,N,2016,N,.,12-10-2017,1,18.592446019999993
C6800,F,FL,37,30s,M,N,2016,N,.,12-10-2016,1,21.7491202
C6801,F,NC,47,40s,S,N,2016,N,.,12-31-2016,1,20.893926939999993
C6802,F,NV,72,60s+,S,N,2016,Y,2017,.,0,.
C6803,M,NY,52,50s,S,N,2016,Y,2017,.,0,.
C6804,F,GA,52,50s,M,Y,2016,Y,2017,.,0,.
C6805,F,FL,54,50s,M,Y,2016,N,.,12-27-2018,1,16.968180880000006
C6806,M,CA,74,60s+,S,N,2016,Y,2017,.,0,.
C6807,F,MS,58,50s,M,N,2016,N,.,12-04-2017,1,23.72269991999999
C6808,F,CA,67,60s+,M,N,2016,N,.,12-06-2018,1,27.10532879999999
C6809,F,CA,53,50s,M,Y,2016,N,.,12-22-2018,1,25.667106549999996
C6810,M,MA,33,30s,M,Y,2016,N,.,12-30-2016,1,18.642936099999996
C6811,M,FL,72,60s+,S,N,2016,N,.,10-04-2018,1,18.538052719999996
C6812,M,NC,44,40s,M,N,2016,N,.,12-24-2017,1,24.599244834999993
C6813,M,LA,58,50s,M,N,2016,Y,2017,.,0,.
C6814,M,GA,47,40s,M,Y,2016,N,.,12-24-2017,1,23.493550689999992
C6815,M,KY,34,30s,M,Y,2016,Y,2017,.,0,.
C6816,F,NC,63,60s+,S,N,2016,N,.,12-21-2018,1,21.352152809999996
C6817,F,WV,28,20s,M,N,2016,N,.,11-25-2018,1,15.97415106
C6818,F,NC,30,30s,M,Y,2016,Y,2017,.,0,.
C6819,F,NC,32,30s,S,N,2016,N,.,12-08-2016,1,16.537469450000003
C6820,M,FL,63,60s+,M,N,2016,Y,2017,.,0,.
C6821,F,SC,61,60s+,S,N,2016,N,.,12-31-2016,1,43.54258004999999
C6822,M,IL,74,60s+,S,N,2016,N,.,12-23-2016,1,19.127494119999998
C6823,F,TX,34,30s,M,Y,2016,N,.,12-17-2016,1,18.96945109
C6824,M,NC,34,30s,M,Y,2016,N,.,12-28-2018,1,13.62757227
C6825,M,TX,43,40s,M,Y,2016,N,.,10-30-2016,1,27.300653894999993
C6826,M,NC,25,20s,S,N,2016,N,.,12-10-2016,1,19.46680967
C6827,M,CA,38,30s,S,N,2016,N,.,12-31-2016,1,18.54446699
C6828,F,FL,44,40s,M,N,2016,Y,2017,.,0,.
C6829,M,NV,47,40s,M,Y,2016,N,.,12-14-2017,1,36.43712493999999
C6830,M,TX,57,50s,M,N,2016,Y,2017,.,0,.
C6831,M,CA,22,20s,S,N,2016,N,.,12-08-2016,1,20.48685807
C6832,F,MD,80,60s+,M,N,2016,N,.,12-30-2016,1,15.9575829
C6833,M,VA,40,40s,M,N,2016,N,.,11-27-2016,1,27.920369769999994
C6834,M,NV,66,60s+,S,N,2016,N,.,12-29-2017,1,32.139092369999986
C6835,F,FL,52,50s,M,N,2016,Y,2017,.,0,.
C6836,M,MD,36,30s,M,N,2016,N,.,12-30-2017,1,20.64326085
C6837,M,GA,47,40s,M,Y,2016,N,.,12-01-2016,1,23.946089349999994
C6838,F,NC,62,60s+,S,N,2016,Y,2017,.,0,.
C6839,M,CA,39,30s,M,Y,2016,N,.,12-11-2017,1,18.740281319999994
C6840,M,NC,43,40s,M,Y,2015,N,.,12-31-2015,1,25.961623635699993
C6841,F,AL,31,30s,S,N,2016,N,.,12-12-2017,1,18.37961694
C6842,F,CA,31,30s,M,Y,2016,Y,2017,.,0,.
C6843,F,SC,55,50s,M,N,2016,Y,2017,.,0,.
C6844,M,OH,50,50s,S,N,2016,Y,2017,.,0,.
C6845,M,MS,73,60s+,M,N,2016,N,.,12-24-2017,1,24.58035319999999
C6846,F,FL,61,60s+,M,N,2016,N,.,12-15-2017,1,19.06356442
C6847,M,DC,65,60s+,M,N,2016,N,.,12-27-2017,1,17.31109832
C6848,F,MD,36,30s,S,N,2015,N,.,12-31-2015,1,25.23267187759999
C6849,M,CA,67,60s+,S,N,2016,Y,2017,.,0,.
C6850,F,MD,52,50s,M,N,2016,N,.,12-29-2017,1,23.22496902
C6851,M,CA,43,40s,M,Y,2016,N,.,12-21-2017,1,23.50280584
C6852,F,TX,49,40s,S,Y,2016,N,.,12-05-2018,1,22.660737879999992
C6853,M,VA,53,50s,M,Y,2016,Y,2017,.,0,.
C6854,M,SC,32,30s,M,N,2016,N,.,12-26-2016,1,25.71355687999999
C6855,M,NV,25,20s,M,Y,2016,N,.,12-28-2017,1,31.05673926999999
C6856,F,NV,60,60s+,M,N,2016,Y,2017,.,0,.
C6857,F,NC,38,30s,M,Y,2016,Y,2017,.,0,.
C6858,F,MD,56,50s,M,N,2016,N,.,12-31-2016,1,24.263835784999994
C6859,F,VT,46,40s,S,Y,2016,N,.,12-20-2018,1,20.15292302
C6860,M,CT,77,60s+,M,N,2016,N,.,12-23-2016,1,18.670781209999998
C6861,M,CA,56,50s,S,N,2016,Y,2017,.,0,.
C6862,M,IL,74,60s+,S,N,2016,N,.,12-21-2016,1,20.390820669999997
C6863,F,FL,36,30s,S,N,2016,Y,2017,.,0,.
C6864,F,CA,72,60s+,M,N,2016,N,.,12-28-2017,1,24.314598249999992
C6865,F,TX,64,60s+,M,N,2016,N,.,12-19-2017,1,20.052945339999994
C6866,F,FL,33,30s,S,N,2016,N,.,12-21-2016,1,21.298341954999994
C6867,M,TX,44,40s,M,Y,2016,N,.,10-14-2016,1,16.64705759
C6868,F,GA,58,50s,M,N,2016,N,.,12-16-2017,1,27.577338049999998
C6869,M,AL,30,30s,M,Y,2016,N,.,12-31-2016,1,14.404736099999997
C6870,F,NY,73,60s+,S,N,2016,Y,2017,.,0,.
C6871,M,NC,51,50s,M,Y,2016,N,.,12-10-2016,1,20.78978225
C6872,M,VA,78,60s+,S,N,2016,Y,2017,.,0,.
C6873,F,TX,63,60s+,S,N,2016,N,.,12-31-2017,1,23.993007849999994
C6874,M,TX,58,50s,M,N,2016,N,.,12-31-2017,1,22.45640038
C6875,F,FL,28,20s,M,Y,2016,N,.,12-02-2017,1,19.762306189999997
C6876,M,CA,39,30s,M,Y,2016,Y,2017,.,0,.
C6877,F,CA,54,50s,S,N,2016,N,.,12-31-2017,1,26.59718363999999
C6878,F,NC,44,40s,M,Y,2016,N,.,12-18-2017,1,26.65473896999999
C6879,F,NV,52,50s,M,Y,2016,Y,2017,.,0,.
C6880,F,WV,22,20s,S,N,2016,Y,2017,.,0,.
C6881,F,TN,36,30s,M,N,2016,N,.,11-17-2017,1,20.795360849999998
C6882,M,CA,70,60s+,S,N,2016,N,.,12-23-2016,1,21.241309019999996
C6883,F,NC,53,50s,M,N,2016,N,.,12-24-2017,1,34.49240676999999
C6884,F,TX,47,40s,M,Y,2016,Y,2017,.,0,.
C6885,F,IA,75,60s+,S,N,2016,N,.,12-17-2016,1,31.931379009999983
C6886,M,CA,36,30s,S,N,2016,N,.,12-04-2016,1,18.960176340000004
C6887,F,TN,83,60s+,S,N,2016,N,.,12-31-2017,1,26.16452629
C6888,M,CA,60,60s+,M,N,2016,Y,2017,.,0,.
C6889,M,NV,62,60s+,M,N,2016,N,.,12-18-2018,1,25.797599449999993
C6890,M,NC,72,60s+,S,N,2016,Y,2017,.,0,.
C6891,M,NC,53,50s,S,N,2016,N,.,12-24-2016,1,23.741934914999987
C6892,F,MD,64,60s+,M,N,2016,N,.,12-29-2018,1,29.565952399999986
C6893,M,OH,60,60s+,S,N,2016,N,.,12-22-2017,1,18.682787434999998
C6894,F,NC,61,60s+,M,N,2016,N,.,12-24-2017,1,24.83900366999999
C6895,F,FL,35,30s,M,N,2016,N,.,12-29-2018,1,28.851301069999998
C6896,F,VA,60,60s+,S,N,2016,Y,2017,.,0,.
C6897,M,NC,42,40s,S,N,2016,Y,2017,.,0,.
C6898,M,CA,44,40s,S,N,2016,N,.,12-21-2018,1,25.562325699999988
C6899,M,NC,34,30s,M,Y,2016,N,.,12-18-2016,1,11.5068144
C6900,F,GA,49,40s,M,N,2016,N,.,12-18-2018,1,20.113107049999996
C6901,M,NC,28,20s,S,N,2016,N,.,12-18-2016,1,14.758160570000003
C6902,M,NJ,72,60s+,M,N,2016,N,.,12-23-2016,1,15.6381331
C6903,M,TX,30,30s,M,Y,2016,Y,2017,.,0,.
C6904,F,NY,26,20s,S,N,2016,N,.,12-30-2017,1,11.01386135
C6905,F,SC,50,50s,M,Y,2016,Y,2017,.,0,.
C6906,M,NY,59,50s,M,N,2016,N,.,12-28-2018,1,17.32874945
C6907,M,WV,61,60s+,M,N,2016,Y,2017,.,0,.
C6908,F,CT,45,40s,S,N,2016,N,.,11-30-2018,1,11.0717187
C6909,F,NV,23,20s,M,N,2016,Y,2017,.,0,.
C6910,M,GA,53,50s,M,Y,2016,Y,2017,.,0,.
C6911,M,MI,37,30s,S,N,2016,N,.,12-13-2018,1,18.433480019999994
C6912,F,CA,47,40s,M,Y,2016,N,.,12-31-2016,1,23.228100469999998
