customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag
C5800,M,NV,84,60s+,M,N,2014,Y,2015,10-30-2014,1
C5801,M,TX,34,30s,S,N,2014,N,.,12-29-2017,1
C5802,M,IA,62,60s+,S,N,2014,N,.,12-30-2016,1
C5803,F,WV,61,60s+,S,N,2014,N,.,12-29-2014,1
C5804,F,SC,21,20s,M,N,2014,N,.,10-28-2015,1
C5805,M,NC,60,60s+,M,N,2014,N,.,12-22-2018,1
C5806,F,NV,41,40s,M,Y,2014,N,.,12-27-2018,1
C5807,F,TX,64,60s+,S,N,2014,N,.,12-19-2014,1
C5808,F,WI,52,50s,M,N,2014,N,.,11-27-2018,1
C5809,F,SC,31,30s,M,Y,2014,N,.,12-30-2016,1
C5810,M,CA,29,20s,M,N,2014,N,.,12-29-2016,1
C5811,M,TN,73,60s+,M,N,2014,N,.,12-24-2018,1
C5812,M,CA,27,20s,S,N,2014,Y,2015,09-15-2014,1
C5813,F,NY,31,30s,S,N,2014,N,.,11-29-2016,1
C5814,M,IN,31,30s,M,Y,2014,N,.,12-24-2015,1
C5815,F,AL,48,40s,M,N,2014,N,.,12-22-2018,1
C5816,M,SC,20,20s,M,Y,2014,N,.,12-20-2018,1
C5817,F,CA,40,40s,M,N,2014,N,.,12-26-2014,1
C5818,F,NV,25,20s,S,Y,2014,Y,2015,.,0
C5819,F,NC,58,50s,M,N,2014,N,.,12-19-2015,1
C5820,F,NC,32,30s,M,Y,2014,N,.,12-21-2016,1
C5821,M,IL,21,20s,M,Y,2014,N,.,12-02-2016,1
C5822,M,SC,67,60s+,S,N,2014,N,.,12-02-2018,1
C5823,M,NC,23,20s,M,Y,2014,N,.,12-31-2016,1
C5824,F,NV,19,10s,M,Y,2014,N,.,12-18-2016,1
C5825,F,NV,58,50s,S,N,2014,Y,2015,09-10-2014,1
C5826,M,CA,78,60s+,S,N,2014,N,.,12-30-2017,1
C5827,F,VA,81,60s+,S,N,2014,N,.,12-29-2017,1
C5828,M,PA,31,30s,S,N,2014,N,.,12-27-2018,1
C5829,M,MD,48,40s,M,Y,2014,N,.,12-24-2014,1
C5830,M,WV,32,30s,M,Y,2014,N,.,12-09-2016,1
C5831,M,NC,48,40s,M,Y,2014,Y,2015,11-29-2014,1
C5832,M,KY,23,20s,M,Y,2014,N,.,12-30-2016,1
C5833,M,CA,24,20s,S,N,2014,N,.,12-30-2014,1
C5834,F,NC,29,20s,M,Y,2014,N,.,12-26-2018,1
C5835,M,NC,39,30s,M,Y,2014,N,.,12-20-2017,1
C5836,F,GA,64,60s+,M,N,2014,N,.,12-19-2017,1
C5837,F,MD,53,50s,M,N,2014,N,.,12-19-2014,1
C5838,M,NC,44,40s,M,Y,2014,N,.,12-29-2016,1
C5839,M,FL,33,30s,S,N,2014,N,.,12-30-2015,1
C5840,F,FL,29,20s,M,N,2014,N,.,12-28-2017,1
C5841,F,CA,53,50s,S,N,2014,N,.,12-28-2015,1
C5842,M,AL,53,50s,M,Y,2014,N,.,12-31-2014,1
C5843,F,FL,64,60s+,M,N,2014,Y,2015,11-30-2014,1
C5844,M,TX,23,20s,S,N,2014,N,.,12-24-2016,1
C5845,F,VA,18,10s,M,Y,2014,N,.,12-22-2015,1
C5846,F,TN,24,20s,S,N,2014,N,.,12-10-2014,1
C5847,F,NY,28,20s,M,Y,2014,N,.,12-31-2016,1
C5848,F,SC,31,30s,S,N,2014,N,.,12-29-2017,1
C5849,M,CA,60,60s+,M,N,2014,N,.,12-27-2017,1
C5850,M,MD,66,60s+,S,N,2014,N,.,12-28-2015,1
C5851,M,GA,21,20s,S,N,2014,Y,2015,01-11-2014,1
C5852,F,KY,40,40s,M,N,2014,N,.,12-31-2016,1
C5853,F,NC,51,50s,M,Y,2014,N,.,12-25-2016,1
C5854,M,NV,59,50s,M,N,2014,N,.,12-29-2018,1
C5855,M,NC,57,50s,M,N,2014,Y,2015,10-25-2014,1
C5856,F,MD,47,40s,M,Y,2014,N,.,12-22-2017,1
C5857,F,GA,41,40s,S,N,2014,N,.,12-25-2018,1
C5858,M,WV,25,20s,M,Y,2014,N,.,12-26-2016,1
C5859,F,FL,51,50s,S,N,2014,N,.,12-26-2017,1
C5860,M,WV,44,40s,M,Y,2014,N,.,12-25-2014,1
C5861,F,NH,25,20s,S,Y,2014,N,.,12-27-2015,1
C5862,M,CA,47,40s,M,N,2014,N,.,12-13-2017,1
C5863,M,FL,82,60s+,S,N,2014,Y,2015,12-16-2014,1
C5864,M,IA,63,60s+,M,N,2014,N,.,12-10-2014,1
C5865,F,AR,52,50s,M,N,2014,N,.,12-25-2016,1
C5866,M,TX,61,60s+,M,N,2014,N,.,12-26-2017,1
C5867,M,NV,61,60s+,S,N,2014,N,.,12-09-2018,1
C5868,M,MD,41,40s,M,N,2014,N,.,12-30-2015,1
C5869,M,WV,81,60s+,S,N,2014,N,.,12-21-2014,1
C5870,M,VT,41,40s,M,Y,2014,N,.,12-30-2017,1
C5871,M,TX,50,50s,M,N,2014,N,.,12-30-2016,1
C5872,M,OH,46,40s,M,N,2014,Y,2015,10-04-2014,1
C5873,F,PA,27,20s,S,N,2014,N,.,12-29-2014,1
C5874,M,VA,36,30s,M,N,2014,N,.,12-19-2017,1
C5875,F,SC,48,40s,M,N,2014,N,.,12-30-2016,1
C5876,M,SC,36,30s,S,N,2014,N,.,12-29-2017,1
C5877,F,TX,47,40s,M,Y,2014,N,.,12-22-2018,1
C5878,F,NV,70,60s+,S,N,2014,Y,2015,10-04-2014,1
C5879,M,NC,57,50s,M,N,2014,N,.,12-12-2017,1
C5880,F,NC,25,20s,M,N,2014,N,.,12-04-2016,1
C5881,F,CA,38,30s,S,N,2014,N,.,12-17-2016,1
C5882,F,NV,53,50s,M,Y,2014,N,.,12-31-2017,1
C5883,M,NC,56,50s,S,N,2014,N,.,12-23-2016,1
C5884,F,TX,67,60s+,S,N,2014,N,.,12-20-2018,1
C5885,M,TN,41,40s,M,Y,2014,N,.,12-29-2018,1
C5886,M,FL,49,40s,M,Y,2014,Y,2015,10-08-2014,1
C5887,F,WV,37,30s,S,N,2014,N,.,12-25-2015,1
C5888,M,NC,74,60s+,M,N,2014,N,.,12-30-2016,1
C5889,M,GA,80,60s+,S,N,2014,N,.,12-28-2016,1
C5890,M,MA,33,30s,M,Y,2014,Y,2015,10-05-2014,1
C5891,F,NY,44,40s,M,Y,2014,N,.,12-28-2016,1
C5892,M,GA,33,30s,M,Y,2014,N,.,12-17-2016,1
C5893,M,LA,37,30s,M,Y,2014,N,.,12-30-2016,1
C5894,F,KY,42,40s,S,N,2014,N,.,12-29-2017,1
C5895,M,NC,41,40s,M,N,2014,N,.,12-22-2017,1
C5896,F,TX,41,40s,S,N,2014,N,.,12-23-2017,1
C5897,M,VA,50,50s,M,Y,2014,N,.,12-21-2014,1
C5898,M,NC,20,20s,M,Y,2014,N,.,12-29-2014,1
C5899,M,CA,33,30s,M,N,2014,N,.,12-22-2015,1
C5900,M,IL,67,60s+,M,N,2014,N,.,12-22-2017,1
C5901,F,NC,46,40s,M,Y,2014,N,.,12-28-2015,1
C5902,F,VT,73,60s+,M,N,2014,Y,2015,12-16-2014,1
C5903,M,NJ,27,20s,S,N,2014,N,.,12-07-2018,1
C5904,M,VA,54,50s,M,N,2014,N,.,12-11-2016,1
C5905,F,VA,46,40s,M,Y,2014,N,.,12-31-2017,1
C5906,F,DE,64,60s+,M,N,2014,N,.,12-29-2016,1
C5907,F,AR,18,10s,S,Y,2014,N,.,12-26-2014,1
C5908,M,TX,22,20s,M,Y,2014,N,.,12-17-2015,1
C5909,F,TN,49,40s,S,Y,2014,Y,2015,11-21-2014,1
C5910,F,TX,26,20s,M,Y,2014,N,.,12-05-2017,1
C5911,M,AL,73,60s+,M,N,2014,N,.,12-23-2018,1
C5912,F,NC,43,40s,S,N,2014,N,.,12-29-2017,1
C5913,M,CA,60,60s+,S,N,2014,N,.,12-25-2018,1
C5914,M,NC,70,60s+,S,N,2014,Y,2015,07-03-2014,1
C5915,M,WV,43,40s,M,N,2014,N,.,12-22-2018,1
C5916,F,NY,41,40s,M,Y,2014,N,.,12-24-2016,1
C5917,M,NV,49,40s,M,Y,2014,N,.,12-31-2017,1
C5918,M,KY,44,40s,M,Y,2014,N,.,12-12-2015,1
C5919,M,TN,74,60s+,M,N,2014,N,.,12-29-2016,1
C5920,F,NC,60,60s+,S,N,2014,N,.,12-23-2018,1
C5921,M,NC,62,60s+,M,N,2014,N,.,12-23-2015,1
C5922,F,CT,23,20s,M,Y,2014,N,.,12-27-2014,1
C5923,F,CA,40,40s,M,Y,2014,N,.,12-12-2017,1
C5924,M,FL,18,10s,S,N,2014,Y,2015,12-28-2014,1
C5925,F,CA,51,50s,M,Y,2014,N,.,12-05-2016,1
C5926,M,NC,50,50s,M,Y,2014,N,.,12-23-2017,1
C5927,M,VA,40,40s,M,N,2014,N,.,12-25-2016,1
C5928,M,NV,54,50s,M,Y,2014,N,.,12-31-2016,1
C5929,F,NY,69,60s+,M,N,2014,N,.,12-18-2015,1
C5930,M,MS,71,60s+,M,N,2014,N,.,12-18-2018,1
C5931,F,MN,60,60s+,S,N,2014,N,.,12-27-2015,1
C5932,F,NY,72,60s+,S,N,2014,N,.,12-19-2014,1
C5933,M,PA,21,20s,S,N,2014,N,.,12-24-2015,1
C5934,F,MD,37,30s,M,Y,2014,N,.,12-23-2017,1
C5935,F,FL,26,20s,M,N,2014,Y,2015,.,0
C5936,M,NY,81,60s+,S,N,2014,N,.,11-26-2016,1
C5937,F,TX,46,40s,M,Y,2014,N,.,12-08-2015,1
C5938,M,IL,67,60s+,M,N,2014,N,.,12-25-2018,1
C5939,M,CA,60,60s+,M,N,2014,N,.,12-21-2018,1
C5940,F,TX,64,60s+,M,N,2014,N,.,12-27-2016,1
C5941,M,CA,53,50s,S,Y,2014,Y,2015,12-26-2014,1
C5942,M,GA,39,30s,M,Y,2014,N,.,12-25-2015,1
C5943,M,VA,28,20s,M,N,2014,N,.,11-21-2015,1
C5944,M,NC,54,50s,M,Y,2014,N,.,12-16-2015,1
C5945,F,NC,24,20s,M,Y,2014,N,.,11-28-2017,1
C5946,F,IL,78,60s+,S,N,2014,N,.,12-08-2015,1
C5947,F,SC,45,40s,M,Y,2014,N,.,12-08-2017,1
C5948,M,CA,88,60s+,S,N,2014,N,.,12-10-2017,1
C5949,M,OH,24,20s,M,N,2014,N,.,12-25-2014,1
C5950,M,DC,33,30s,M,Y,2014,Y,2015,10-24-2014,1
C5951,F,CA,66,60s+,M,N,2014,N,.,12-16-2017,1
C5952,M,IN,54,50s,M,Y,2014,Y,2015,12-22-2014,1
C5953,F,MD,73,60s+,S,N,2014,N,.,12-20-2017,1
C5954,M,MD,23,20s,M,Y,2014,N,.,12-17-2015,1
C5955,M,TX,41,40s,S,N,2014,N,.,12-21-2016,1
C5956,M,SC,19,10s,M,Y,2014,N,.,11-24-2018,1
C5957,F,CT,59,50s,M,N,2014,N,.,12-31-2015,1
C5958,M,NY,69,60s+,S,N,2014,N,.,12-28-2016,1
C5959,F,LA,81,60s+,S,N,2014,N,.,12-30-2014,1
C5960,F,CT,55,50s,M,N,2014,N,.,12-31-2016,1
C5961,M,CA,45,40s,M,N,2014,N,.,12-28-2014,1
C5962,F,GA,26,20s,M,Y,2014,Y,2015,08-07-2014,1
C5963,M,GA,60,60s+,S,N,2014,N,.,12-30-2014,1
C5964,F,CA,30,30s,S,N,2014,N,.,12-30-2017,1
C5965,F,CA,59,50s,M,N,2014,N,.,12-25-2017,1
C5966,F,IN,35,30s,M,Y,2014,N,.,12-27-2017,1
C5967,M,NY,34,30s,M,Y,2014,N,.,12-22-2017,1
C5968,M,TX,72,60s+,M,N,2014,N,.,12-04-2017,1
C5969,F,FL,73,60s+,S,N,2014,N,.,12-27-2014,1
C5970,M,NC,31,30s,S,Y,2014,N,.,12-19-2016,1
C5971,F,TN,55,50s,M,N,2014,N,.,12-31-2015,1
C5972,F,CA,41,40s,M,Y,2014,N,.,12-13-2015,1
C5973,M,TX,30,30s,M,Y,2014,N,.,11-10-2017,1
C5974,M,NY,82,60s+,S,N,2014,Y,2015,08-28-2014,1
C5975,M,MN,74,60s+,S,N,2014,Y,2015,11-04-2014,1
C5976,M,CA,24,20s,S,N,2014,N,.,12-15-2016,1
C5977,M,CA,23,20s,M,Y,2014,N,.,12-25-2018,1
C5978,F,TX,29,20s,M,N,2014,N,.,12-05-2014,1
C5979,F,SC,29,20s,M,Y,2014,N,.,12-14-2018,1
C5980,F,NC,39,30s,M,Y,2014,N,.,12-22-2016,1
C5981,F,CA,28,20s,S,N,2014,N,.,12-10-2015,1
C5982,M,NC,19,10s,S,N,2014,N,.,12-29-2016,1
C5983,F,OH,30,30s,M,Y,2014,N,.,12-27-2018,1
C5984,F,NV,29,20s,M,Y,2014,N,.,12-11-2018,1
C5985,F,TX,60,60s+,S,N,2014,N,.,12-25-2017,1
C5986,F,TX,30,30s,M,N,2014,N,.,12-19-2017,1
C5987,F,TX,72,60s+,S,N,2014,Y,2015,12-22-2014,1
C5988,F,LA,49,40s,M,Y,2014,N,.,12-25-2014,1
C5989,F,CA,51,50s,M,N,2014,N,.,12-19-2015,1
C5990,M,CA,27,20s,M,Y,2014,Y,2015,11-13-2014,1
C5991,F,NH,23,20s,M,Y,2014,N,.,12-24-2015,1
C5992,F,SC,39,30s,M,N,2014,N,.,12-28-2015,1
C5993,M,SC,48,40s,M,N,2014,N,.,12-25-2017,1
C5994,F,CA,41,40s,M,Y,2014,N,.,12-29-2014,1
C5995,M,NY,90,60s+,S,N,2014,N,.,12-06-2018,1
C5996,M,NC,56,50s,M,N,2014,N,.,12-21-2014,1
C5997,M,AL,52,50s,S,N,2014,N,.,12-27-2016,1
C5998,M,CA,29,20s,S,N,2014,N,.,12-23-2014,1
C5999,F,WV,60,60s+,M,N,2014,N,.,12-06-2016,1
C6000,F,CA,34,30s,S,Y,2014,N,.,12-03-2015,1
C6001,F,WI,60,60s+,M,N,2015,N,.,12-19-2015,1
C6002,M,SC,46,40s,M,Y,2015,N,.,12-31-2017,1
C6003,M,AL,63,60s+,M,N,2015,N,.,12-15-2017,1
C6004,F,CA,86,60s+,S,N,2015,N,.,12-21-2017,1
C6005,M,VA,32,30s,M,Y,2015,N,.,12-25-2016,1
C6006,F,MA,55,50s,S,N,2015,Y,2016,.,0
C6007,M,CA,26,20s,M,Y,2015,N,.,12-24-2016,1
C6008,M,TX,49,40s,M,Y,2015,N,.,12-13-2018,1
C6009,M,MS,45,40s,M,N,2015,N,.,12-20-2015,1
C6010,F,TX,23,20s,M,Y,2015,N,.,12-15-2017,1
C6011,M,TX,72,60s+,M,N,2014,N,.,12-31-2014,1
C6012,M,NC,33,30s,M,Y,2015,N,.,12-30-2017,1
C6013,F,TN,47,40s,M,Y,2015,N,.,12-28-2015,1
C6014,F,TN,77,60s+,S,N,2015,N,.,12-17-2016,1
C6015,M,PA,50,50s,M,Y,2015,Y,2016,.,0
C6016,M,TX,26,20s,M,Y,2015,N,.,12-18-2015,1
C6017,F,CA,81,60s+,M,N,2015,N,.,12-26-2015,1
C6018,F,TN,39,30s,M,Y,2015,Y,2016,.,0
C6019,M,AL,82,60s+,S,N,2015,Y,2016,.,0
C6020,F,IL,35,30s,S,N,2015,N,.,12-22-2018,1
C6021,M,NC,36,30s,S,N,2015,N,.,12-12-2018,1
C6022,F,IA,71,60s+,S,N,2015,N,.,12-04-2015,1
C6023,M,FL,58,50s,S,N,2015,N,.,12-19-2017,1
C6024,M,TX,20,20s,S,N,2015,N,.,12-20-2015,1
C6025,M,PA,18,10s,S,N,2015,N,.,12-31-2017,1
C6026,M,NY,72,60s+,S,N,2015,N,.,11-23-2015,1
C6027,M,IN,53,50s,M,Y,2015,N,.,12-31-2016,1
C6028,M,CA,64,60s+,M,N,2015,N,.,12-19-2015,1
C6029,F,CA,42,40s,S,Y,2015,Y,2016,.,0
C6030,F,TX,23,20s,M,Y,2015,N,.,12-27-2017,1
C6031,M,CA,47,40s,M,Y,2015,Y,2016,.,0
C6032,F,CA,67,60s+,S,N,2015,N,.,11-27-2018,1
C6033,M,CA,67,60s+,M,N,2015,N,.,12-26-2016,1
C6034,F,VA,71,60s+,S,N,2015,N,.,12-30-2016,1
C6035,M,MS,42,40s,M,N,2015,N,.,12-21-2016,1
C6036,M,CA,32,30s,S,N,2015,N,.,12-22-2018,1
C6037,M,CA,58,50s,M,N,2015,Y,2016,.,0
C6038,M,TN,37,30s,S,N,2015,N,.,12-31-2017,1
C6039,F,TN,30,30s,M,Y,2015,N,.,11-25-2018,1
C6040,M,NC,18,10s,S,N,2015,N,.,12-29-2016,1
C6041,M,OH,43,40s,M,Y,2015,N,.,12-11-2015,1
C6042,M,SC,56,50s,M,N,2015,N,.,11-20-2018,1
C6043,M,GA,44,40s,S,N,2015,N,.,12-18-2015,1
C6044,F,IL,32,30s,M,Y,2015,N,.,12-08-2015,1
C6045,M,TX,29,20s,M,Y,2015,N,.,12-08-2017,1
C6046,M,CA,62,60s+,S,N,2015,Y,2016,.,0
C6047,F,NY,22,20s,M,Y,2015,N,.,12-30-2015,1
C6048,M,NC,22,20s,M,Y,2015,Y,2016,.,0
C6049,F,NC,58,50s,M,N,2015,N,.,12-31-2015,1
C6050,F,FL,59,50s,M,N,2015,Y,2016,.,0
C6051,M,MD,30,30s,M,Y,2015,N,.,12-29-2018,1
C6052,M,VA,44,40s,S,N,2015,N,.,12-18-2015,1
C6053,F,NC,25,20s,S,N,2015,N,.,12-31-2016,1
C6054,M,NC,45,40s,M,Y,2015,N,.,12-24-2016,1
C6055,M,AL,67,60s+,M,N,2015,N,.,12-01-2017,1
C6056,F,NV,59,50s,M,N,2015,N,.,12-29-2018,1
C6057,M,NC,66,60s+,S,N,2015,N,.,12-18-2015,1
C6058,F,CA,68,60s+,M,N,2015,Y,2016,.,0
C6059,M,TN,38,30s,M,Y,2015,N,.,12-15-2015,1
C6060,F,NV,59,50s,M,N,2015,N,.,12-26-2015,1
C6061,F,WV,62,60s+,M,N,2015,N,.,12-29-2017,1
C6062,M,IL,65,60s+,S,N,2015,Y,2016,.,0
C6063,M,MD,40,40s,M,N,2015,N,.,12-29-2015,1
C6064,F,MI,61,60s+,M,N,2015,N,.,12-28-2017,1
C6065,M,TN,22,20s,M,N,2015,N,.,12-09-2018,1
C6066,F,GA,43,40s,M,Y,2015,N,.,11-10-2018,1
C6067,M,CA,52,50s,M,Y,2015,Y,2016,.,0
C6068,F,TX,57,50s,M,N,2015,N,.,12-30-2017,1
C6069,F,NV,54,50s,M,Y,2015,N,.,12-27-2018,1
C6070,M,FL,61,60s+,S,N,2015,Y,2016,.,0
C6071,M,CA,64,60s+,S,N,2015,N,.,12-07-2018,1
C6072,F,VA,46,40s,M,Y,2015,N,.,12-31-2015,1
C6073,M,MD,37,30s,M,Y,2015,N,.,12-25-2018,1
C6074,M,NV,38,30s,M,Y,2015,N,.,12-30-2017,1
C6075,F,CA,70,60s+,S,N,2015,N,.,12-12-2015,1
C6076,F,VA,25,20s,M,Y,2015,N,.,12-22-2016,1
C6077,F,GA,43,40s,M,Y,2015,N,.,12-14-2016,1
C6078,M,CA,37,30s,M,Y,2015,N,.,12-31-2016,1
C6079,F,TX,35,30s,M,Y,2015,N,.,12-16-2015,1
C6080,F,TX,23,20s,S,Y,2015,N,.,11-19-2015,1
C6081,F,FL,71,60s+,M,N,2015,N,.,11-27-2015,1
C6082,M,NC,29,20s,S,N,2015,N,.,12-29-2018,1
C6083,F,NC,19,10s,M,N,2015,Y,2016,.,0
C6084,M,TX,36,30s,M,Y,2015,N,.,12-05-2018,1
C6085,F,CA,49,40s,M,Y,2015,Y,2016,.,0
C6086,F,CA,46,40s,S,Y,2015,N,.,12-15-2017,1
C6087,M,NJ,25,20s,S,N,2015,N,.,12-18-2018,1
C6088,F,CA,33,30s,M,Y,2015,N,.,12-29-2018,1
C6089,M,VA,47,40s,M,Y,2015,N,.,12-31-2017,1
C6090,F,GA,40,40s,M,Y,2015,Y,2016,.,0
C6091,M,TN,29,20s,S,N,2015,N,.,12-21-2018,1
C6092,F,FL,90,60s+,M,N,2015,N,.,11-13-2015,1
C6093,M,MD,68,60s+,S,N,2015,N,.,12-09-2018,1
C6094,F,FL,56,50s,M,N,2015,Y,2016,.,0
C6095,F,LA,38,30s,M,Y,2015,N,.,12-20-2015,1
C6096,F,AL,41,40s,M,N,2015,N,.,12-30-2015,1
C6097,F,NV,36,30s,M,Y,2015,N,.,12-29-2016,1
C6098,M,KY,84,60s+,S,N,2015,Y,2016,.,0
C6099,F,PA,65,60s+,S,N,2015,Y,2016,.,0
C6100,F,CA,27,20s,M,Y,2015,N,.,12-24-2017,1
C6101,M,NC,45,40s,M,N,2015,N,.,12-31-2015,1
C6102,F,FL,61,60s+,S,N,2015,N,.,12-29-2016,1
C6103,F,NY,29,20s,S,N,2015,N,.,11-23-2015,1
C6104,F,NC,25,20s,M,Y,2015,N,.,12-10-2017,1
C6105,M,NY,28,20s,S,Y,2015,N,.,12-22-2015,1
C6106,F,NV,32,30s,M,Y,2015,N,.,12-22-2017,1
C6107,M,NY,27,20s,S,N,2015,N,.,12-13-2017,1
C6108,F,NC,32,30s,M,Y,2015,N,.,12-22-2016,1
C6109,F,PA,82,60s+,S,N,2015,N,.,12-27-2016,1
C6110,F,TN,77,60s+,S,N,2015,N,.,12-26-2015,1
C6111,M,TX,25,20s,M,Y,2015,N,.,12-21-2016,1
C6112,F,IL,37,30s,M,N,2015,Y,2016,.,0
C6113,F,MA,39,30s,M,N,2015,N,.,11-05-2016,1
C6114,F,WV,36,30s,S,N,2015,Y,2016,.,0
C6115,F,GA,45,40s,M,N,2015,N,.,12-29-2018,1
C6116,M,MN,19,10s,S,N,2015,N,.,12-14-2017,1
C6117,M,IA,23,20s,M,Y,2015,N,.,12-24-2018,1
C6118,F,MS,21,20s,S,N,2015,N,.,12-22-2015,1
C6119,F,SC,78,60s+,S,N,2014,N,.,12-31-2014,1
C6120,M,IN,51,50s,M,N,2015,N,.,12-18-2015,1
C6121,M,AL,48,40s,M,Y,2014,N,.,12-30-2014,1
C6122,F,FL,37,30s,M,Y,2015,Y,2016,.,0
C6123,F,KY,51,50s,M,Y,2015,Y,2016,.,0
C6124,M,NC,21,20s,M,N,2015,N,.,12-28-2015,1
C6125,F,RI,47,40s,M,Y,2015,N,.,12-19-2018,1
C6126,F,WV,22,20s,M,N,2015,N,.,12-21-2016,1
C6127,M,WV,24,20s,M,Y,2015,N,.,10-01-2016,1
C6128,M,NC,18,10s,S,N,2015,N,.,12-21-2018,1
C6129,F,AR,39,30s,M,Y,2015,N,.,12-22-2017,1
C6130,F,SC,31,30s,M,N,2015,N,.,12-27-2016,1
C6131,M,NC,47,40s,M,Y,2015,N,.,12-23-2017,1
C6132,F,SC,43,40s,M,N,2015,Y,2016,.,0
C6133,F,SC,43,40s,M,Y,2015,N,.,12-31-2017,1
C6134,M,MA,30,30s,S,Y,2015,N,.,12-23-2016,1
C6135,M,NC,65,60s+,M,N,2015,N,.,12-24-2017,1
C6136,M,TX,46,40s,M,Y,2015,N,.,12-22-2016,1
C6137,F,VA,36,30s,M,Y,2015,N,.,12-03-2017,1
C6138,F,IL,55,50s,S,N,2015,N,.,12-31-2015,1
C6139,M,PA,49,40s,S,N,2014,N,.,12-31-2014,1
C6140,F,NY,29,20s,M,Y,2015,N,.,12-26-2018,1
C6141,F,TN,39,30s,M,Y,2015,N,.,12-18-2016,1
C6142,M,NC,31,30s,M,Y,2015,N,.,12-28-2018,1
C6143,F,OH,74,60s+,S,N,2015,Y,2016,.,0
C6144,M,CA,59,50s,M,N,2015,Y,2016,.,0
C6145,F,GA,52,50s,M,Y,2015,N,.,12-12-2015,1
C6146,F,MI,30,30s,M,Y,2015,N,.,12-10-2016,1
C6147,F,VA,42,40s,M,N,2015,N,.,12-23-2016,1
C6148,M,NY,74,60s+,S,N,2015,N,.,11-25-2015,1
C6149,M,AL,54,50s,M,Y,2015,Y,2016,.,0
C6150,M,SC,38,30s,S,N,2015,N,.,12-28-2018,1
C6151,M,LA,54,50s,M,N,2015,N,.,12-24-2018,1
C6152,F,CA,54,50s,M,Y,2015,N,.,12-31-2017,1
C6153,M,AZ,20,20s,S,N,2015,Y,2016,.,0
C6154,F,NC,38,30s,M,N,2015,N,.,12-14-2015,1
C6155,M,NC,76,60s+,S,N,2014,N,.,12-30-2014,1
C6156,M,KY,44,40s,S,N,2015,N,.,12-30-2017,1
C6157,M,FL,79,60s+,M,N,2015,N,.,12-08-2018,1
C6158,F,TX,40,40s,M,Y,2015,N,.,12-06-2016,1
C6159,M,IN,59,50s,S,N,2015,N,.,12-30-2015,1
C6160,M,CA,63,60s+,M,N,2014,N,.,12-30-2014,1
C6161,M,VA,72,60s+,S,N,2015,Y,2016,.,0
C6162,M,TN,37,30s,S,N,2015,N,.,12-20-2015,1
C6163,M,NC,50,50s,S,N,2015,N,.,12-24-2017,1
C6164,M,NY,69,60s+,S,N,2015,Y,2016,.,0
C6165,F,TX,47,40s,M,Y,2015,N,.,12-23-2016,1
C6166,F,TX,32,30s,M,Y,2015,Y,2016,.,0
C6167,F,CA,69,60s+,M,N,2015,N,.,12-23-2016,1
C6168,F,FL,78,60s+,S,N,2015,N,.,12-23-2017,1
C6169,M,TX,73,60s+,S,N,2015,N,.,12-09-2018,1
C6170,F,VA,44,40s,M,N,2015,N,.,12-31-2016,1
C6171,M,LA,40,40s,S,N,2015,N,.,12-20-2015,1
C6172,F,MD,24,20s,M,Y,2015,N,.,11-24-2017,1
C6173,F,NV,66,60s+,S,N,2015,Y,2016,.,0
C6174,M,TX,72,60s+,S,N,2015,N,.,12-30-2017,1
C6175,M,VA,54,50s,M,N,2014,N,.,12-31-2014,1
C6176,M,WV,43,40s,M,N,2015,N,.,12-30-2015,1
C6177,F,CA,40,40s,M,Y,2015,N,.,12-30-2015,1
C6178,M,OH,21,20s,M,Y,2015,Y,2016,.,0
C6179,F,MD,25,20s,S,N,2015,N,.,12-30-2016,1
C6180,F,WV,63,60s+,M,N,2015,Y,2016,.,0
C6181,F,NV,33,30s,M,Y,2015,N,.,12-18-2016,1
C6182,M,NC,44,40s,M,Y,2015,N,.,12-30-2015,1
C6183,M,IL,52,50s,M,Y,2015,Y,2016,.,0
C6184,M,TX,28,20s,M,Y,2015,N,.,12-15-2018,1
C6185,M,CA,34,30s,M,Y,2015,N,.,11-12-2018,1
C6186,M,NC,55,50s,M,N,2015,N,.,12-26-2018,1
C6187,F,AR,38,30s,M,Y,2015,N,.,12-23-2015,1
C6188,F,MD,42,40s,M,Y,2015,N,.,12-18-2016,1
C6189,F,MD,48,40s,M,N,2015,N,.,12-14-2017,1
C6190,F,PA,46,40s,M,N,2015,N,.,12-23-2016,1
C6191,M,TX,65,60s+,S,N,2015,Y,2016,.,0
C6192,M,CA,30,30s,S,N,2015,N,.,12-30-2017,1
C6193,F,GA,44,40s,M,Y,2015,N,.,12-25-2018,1
C6194,F,PA,27,20s,M,Y,2015,N,.,12-05-2017,1
C6195,F,TN,52,50s,M,Y,2015,N,.,12-29-2015,1
C6196,M,VA,56,50s,S,N,2015,N,.,12-17-2016,1
C6197,M,KY,70,60s+,M,N,2015,N,.,12-29-2017,1
C6198,M,TN,30,30s,M,N,2015,N,.,12-07-2015,1
C6199,F,GA,27,20s,M,N,2015,N,.,12-13-2015,1
C6200,M,GA,24,20s,S,N,2015,Y,2016,.,0
C6201,F,CA,31,30s,S,N,2015,Y,2016,.,0
C6202,F,NV,43,40s,M,N,2015,N,.,12-30-2016,1
C6203,M,TX,42,40s,S,N,2015,N,.,12-31-2016,1
